participant_id	included_in_participants	task	timepoint	source_session	source_block	source_file	trial_number	partner_code	partner	trait_code	rating_dimension	response	scale_min	scale_max
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	9	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	7	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	5	2	stranger	1	likeability	10	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	6	1	computer	1	likeability	7	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	8	2	stranger	0	approachability	9	0	10
sub-128	true	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	9	1	computer	0	approachability	8	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	10	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	10	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	8	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	5	2	stranger	1	likeability	10	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-128	true	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	9	1	computer	0	approachability	7	0	10
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	2	2	stranger	0	win	4	-5	5
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	3	1	computer	0	win	4	-5	5
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	4	3	friend	1	loss	3	-5	5
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	5	2	stranger	1	loss	4	-5	5
sub-128	true	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	6	1	computer	1	loss	2	-5	5
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	9	0	10
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	8	0	10
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	5	0	10
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	5	0	10
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	6	0	10
sub-129	true	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	7	3	similar	0	anger	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	9	1	computer	0	anger	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	5	0	10
sub-129	true	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	5	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	6	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	6	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	5	2	stranger	1	likeability	8	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	6	1	computer	1	likeability	6	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	8	2	stranger	0	approachability	9	0	10
sub-129	true	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	9	1	computer	0	approachability	8	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	10	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	6	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	5	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	5	2	stranger	1	likeability	5	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	7	3	friend	0	approachability	5	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-129	true	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	9	1	computer	0	approachability	8	0	10
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	2	2	stranger	0	win	5	-5	5
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	3	1	computer	0	win	0	-5	5
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	4	3	friend	1	loss	0	-5	5
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	5	2	stranger	1	loss	0	-5	5
sub-129	true	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	6	1	computer	1	loss	0	-5	5
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	10	0	10
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	10	0	10
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	10	0	10
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	10	0	10
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	10	0	10
sub-130	true	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	10	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	7	3	similar	0	anger	6	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	5	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	9	1	computer	0	anger	6	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	9	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	5	0	10
sub-130	true	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	10	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	6	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	5	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	7	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	4	3	friend	1	likeability	8	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	5	2	stranger	1	likeability	8	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	6	1	computer	1	likeability	10	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	8	2	stranger	0	approachability	10	0	10
sub-130	true	trust	pre	1	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	9	1	computer	0	approachability	7	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	7	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	7	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	5	2	stranger	1	likeability	7	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	6	1	computer	1	likeability	7	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	8	2	stranger	0	approachability	9	0	10
sub-130	true	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	9	1	computer	0	approachability	7	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	10	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	8	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	6	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	5	2	stranger	1	likeability	8	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	6	1	computer	1	likeability	10	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	8	2	stranger	0	approachability	10	0	10
sub-130	true	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	9	1	computer	0	approachability	10	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	5	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	7	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	7	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	7	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	8	0	10
sub-131	true	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	6	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	7	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	7	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	5	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	6	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	5	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	6	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	7	3	similar	0	anger	5	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	6	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	9	1	computer	0	anger	7	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	6	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	5	0	10
sub-131	true	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	5	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	7	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	7	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	7	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	4	3	friend	1	likeability	5	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	5	2	stranger	1	likeability	7	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	6	1	computer	1	likeability	6	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	7	3	friend	0	approachability	6	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	8	2	stranger	0	approachability	6	0	10
sub-131	true	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	9	1	computer	0	approachability	7	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	7	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	6	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	5	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	4	3	friend	1	likeability	4	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	5	2	stranger	1	likeability	5	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	7	3	friend	0	approachability	4	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	8	2	stranger	0	approachability	6	0	10
sub-131	true	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	9	1	computer	0	approachability	4	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	9	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	9	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	9	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	9	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	9	0	10
sub-132	true	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	9	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	7	3	similar	0	anger	0	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	5	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	9	1	computer	0	anger	5	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	5	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	5	0	10
sub-132	true	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	5	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	9	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	8	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	5	2	stranger	1	likeability	9	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	6	1	computer	1	likeability	8	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	8	2	stranger	0	approachability	9	0	10
sub-132	true	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	9	1	computer	0	approachability	8	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	9	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	9	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	9	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	5	2	stranger	1	likeability	9	0	10
sub-132	true	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	6	1	computer	1	likeability	9	0	10
